,vehicle_id,name,location,origin_zone,days_between_charges,charging_demand,arrival_time,departure_time,idling_duration,charging_power,strategy
320,745,PHEV,work,1_4,1.4207477834664348,4.605064149256261,8.303192149604266,20.72288444232048,12.419692292716215,11.0,dumb
321,748,PHEV,work,5_4,1.0,10.247817729294766,9.15222822986325,18.55089275850633,9.39866452864308,7.4,dumb
322,753,BEV,work,5_4,3.4052865958824627,22.075240849106137,9.618550478662675,17.689699284384307,8.071148805721633,7.4,dumb
323,757,BEV,work,0_3,2.5132116463999363,18.207578367502144,9.960230859860168,15.262379964923717,5.302149105063549,11.0,dumb
324,759,BEV,work,4_3,9.781378855071745,31.704536089471276,10.173597280965081,16.179045048527087,6.005447767562005,11.0,dumb
325,761,BEV,work,2_4,2.6635094157865415,8.615362891332747,9.485789071593494,21.41917924826034,11.933390176666844,11.0,dumb
326,762,PHEV,work,2_4,1.0466491544470715,3.3925110052359337,8.050188222366476,22.024699351212526,13.97451112884605,7.4,dumb
327,765,PHEV,work,2_4,1.0,3.234590739672158,9.910814903601944,17.716717501287796,7.8059025976858525,7.4,dumb
328,766,PHEV,work,1_4,1.0,6.482602813787418,9.546187271844115,21.072699008214578,11.526511736370463,7.4,dumb
329,767,BEV,work,4_3,1.4825376564025423,9.61073182994067,7.711651539589218,17.309785344026658,9.59813380443744,11.0,dumb
330,770,BEV,work,4_4,2.24000559619842,7.260565132859373,9.180691143297786,15.226086764215285,6.0453956209175,7.4,dumb
331,774,PHEV,work,4_4,1.90479291942187,6.174035046851191,9.034484074834724,16.3302573470265,7.295773272191775,11.0,dumb
332,775,BEV,work,2_4,2.0659955781719876,9.460486890841572,8.912842732912218,19.30943607675372,10.396593343841502,11.0,dumb
333,777,PHEV,work,3_3,1.8907961076625905,6.115970065221313,10.117423934010395,15.023258824612103,4.905834890601708,7.4,dumb
334,783,PHEV,work,2_5,1.0,4.579157081632464,9.317822919970283,16.289803025261403,6.97198010529112,7.4,dumb
335,790,PHEV,work,2_4,1.0,3.241306784438329,7.492651070798234,20.12338791161567,12.630736840817434,7.4,dumb
336,791,PHEV,work,1_3,1.0,4.579141887231095,9.929267634895167,16.774756837842656,6.845489202947489,11.0,dumb
